
44	48	0.235176880117
44	52	-0.007097805874
44	56	-0.00987223501061
44	60	0.0148465045735
44	64	-0.00125055320587
44	68	-0.00546450715901
44	72	0.00181171517256
44	76	0.000657871085894
44	80	-0.00119904698012
44	84	0.000271133752792
44	88	0.000389494326507
44	92	-0.00025392314525
44	96	-1.8078637687e-05
44	188	8.64610543686e-09
44	184	-8.65506227579e-09
44	180	-5.8487836937e-09
44	176	2.97082552841e-08
44	172	-1.71599881394e-08
44	168	-3.6621731406e-08
44	164	1.01461598633e-07
44	160	-1.86294005462e-08
44	156	-1.91069076522e-07
44	152	3.02597901945e-07
44	148	1.09701115127e-07
44	144	-8.71314264647e-07
44	140	7.02844047261e-07
44	136	1.11956367074e-06
44	132	-3.38126514802e-06
44	128	8.13105962294e-07
44	124	6.72204152806e-06
44	120	-1.04865488682e-05
44	116	-4.27283380766e-06
44	112	3.12202904985e-05
44	108	-2.47849048985e-05
44	104	-4.61582673225e-05
44	100	0.000118895604572
