
44	45	188	189	5.95749557735e-05
44	45	184	185	5.11483108973e-05
44	45	180	181	4.06346072915e-05
44	45	176	177	8.23825813767e-05
44	45	172	173	8.50661824746e-05
44	45	168	169	7.87671464359e-05
44	45	164	165	0.000121231164538
44	45	160	161	0.000137898862125
44	45	156	157	0.000129891778618
44	45	152	153	0.000156917534469
44	45	148	149	0.000203943106042
44	45	144	145	0.000193328943928
44	45	140	141	0.000203679643314
44	45	136	137	0.000286013728508
44	45	132	133	0.000270238399472
44	45	128	129	0.000266110880596
44	45	124	125	0.000383475966771
44	45	120	121	0.000366159039789
44	45	116	117	0.000356800569983
44	45	112	113	0.000495995985292
44	45	108	109	0.000494351116749
44	45	104	105	0.000488373626832
44	45	100	101	0.000628052838518
44	45	96	97	0.000678493622204
44	45	92	93	0.000676593941886
44	45	88	89	0.000801963733858
44	45	84	85	0.000960369089552
44	45	80	81	0.000950872655398
44	45	76	77	0.00107063243249
44	45	72	73	0.00144350775829
44	45	68	69	0.00145766286674
44	45	64	65	0.00170177572757
44	45	60	61	0.00254209809467
44	45	56	57	0.00257457034406
44	45	52	53	0.00386069092563
