
74	76	284	286	4.51376796926e-11
74	76	278	280	3.38832361891e-11
74	76	272	274	-2.03289945832e-11
74	76	266	268	9.60283322669e-11
74	76	260	262	-1.19296164109e-11
74	76	254	256	-1.55575034017e-10
74	76	248	250	4.53444777515e-10
74	76	242	244	-2.41433196929e-11
74	76	236	238	-7.53152806369e-10
74	76	230	232	1.79294039817e-09
74	76	224	226	-7.09729792569e-10
74	76	218	220	-4.14285475092e-09
74	76	212	214	9.79151039627e-09
74	76	206	208	1.0186303506e-10
74	76	200	202	-2.07463255585e-08
74	76	194	196	4.21315430303e-08
74	76	188	190	-4.21825740087e-09
74	76	182	184	-1.13967848897e-07
74	76	176	178	2.34678691536e-07
74	76	170	172	9.19329215301e-08
74	76	164	166	-5.22129771961e-07
74	76	158	160	1.09581431367e-06
74	76	152	154	4.16973873147e-07
74	76	146	148	-2.83128308021e-06
74	76	140	142	5.88363742319e-06
74	76	134	136	5.75983717774e-06
74	76	128	130	-9.95419451176e-06
74	76	122	124	3.05479996391e-05
74	76	116	118	4.21682591481e-05
74	76	110	112	-6.44118191652e-05
74	76	104	106	0.000200121035191
74	76	98	100	0.000545726222839
74	76	92	94	-0.000607374265276
74	76	86	88	0.00220926353382
74	76	80	82	0.0214341422976
