
44	45	188	189	9.4122929418e-06
44	45	184	185	4.20532382022e-06
44	45	180	181	1.39209744071e-05
44	45	176	177	7.76278026015e-06
44	45	172	173	1.83976860947e-05
44	45	168	169	1.21582505149e-05
44	45	164	165	2.42937133991e-05
44	45	160	161	1.80957955146e-05
44	45	156	157	3.20808359885e-05
44	45	152	153	2.61486890039e-05
44	45	148	149	4.24274236235e-05
44	45	144	145	3.70898370944e-05
44	45	140	141	5.63558040303e-05
44	45	136	137	5.21120520178e-05
44	45	132	133	7.55144138934e-05
44	45	128	129	7.29737499909e-05
44	45	124	125	0.000101818077026
44	45	120	121	0.000101885384219
44	45	116	117	0.00013787081075
44	45	112	113	0.000142081671845
44	45	108	109	0.000187606574913
44	45	104	105	0.000198395585059
44	45	100	101	0.00025664805064
44	45	96	97	0.000278652051499
44	45	92	93	0.000354860412973
44	45	88	89	0.00039763297323
44	45	84	85	0.000498406451393
44	45	80	81	0.000583543540439
44	45	76	77	0.000719976035565
44	45	72	73	0.000901152236179
44	45	68	69	0.0010954509165
44	45	64	65	0.00154068009075
44	45	60	61	0.00183663956121
44	45	56	57	0.00346611565976
44	45	52	53	0.0035341234373
