
44	46	0.29053750104
44	50	0.152633163564
44	54	-0.0126965999924
44	58	-0.053926387948
44	62	0.00112146802685
44	66	0.0263897532074
44	70	-0.000752504839383
44	74	-0.0158029969874
44	78	0.000500231024566
44	82	0.0102745115625
44	86	-0.000359371471277
44	90	-0.00696731803625
44	94	0.000274768758911
44	96	0.00483061193338
44	188	2.60294303081e-05
44	184	-4.08049790384e-05
44	180	-3.05147130198e-05
44	176	9.29218067294e-05
44	172	3.63747313036e-05
44	168	-0.000165784405267
44	164	-4.40001880709e-05
44	160	0.000265927354373
44	156	5.33960615778e-05
44	152	-0.000402536152846
44	148	-6.49866049542e-05
44	144	0.00058770391433
44	140	7.97320339993e-05
44	136	-0.00084511931063
44	132	-9.88929599682e-05
44	128	0.0012045818594
44	124	0.000121897043596
44	120	-0.00170498521406
44	116	-0.000149019392111
44	112	0.00240521753543
44	108	0.000181687320989
44	104	-0.00339820439812
44	100	-0.000221931762413
