
8	10	284	286	2.474441259e-14
8	10	278	280	1.12428647206e-13
8	10	272	274	-2.05992121695e-15
8	10	266	268	-1.69414568486e-13
8	10	260	262	-2.94315261785e-14
8	10	254	256	2.40960102793e-13
8	10	248	250	-3.16946163577e-13
8	10	242	244	-5.5740382123e-13
8	10	236	238	1.40232807936e-12
8	10	230	232	-4.19596549662e-13
8	10	224	226	-4.45795832104e-12
8	10	218	220	6.28391490613e-12
8	10	212	214	2.68982950997e-12
8	10	206	208	-2.27925712695e-11
8	10	200	202	3.39368378578e-11
8	10	194	196	3.05671707801e-11
8	10	188	190	-1.44343800602e-10
8	10	182	184	1.26313977142e-10
8	10	176	178	2.10698097817e-10
8	10	170	172	-7.47672910516e-10
8	10	164	166	8.13305520755e-10
8	10	158	160	1.80805799369e-09
8	10	152	154	-4.39286425233e-09
8	10	146	148	2.52133859295e-09
8	10	140	142	1.06869037918e-08
8	10	134	136	-2.34559498972e-08
8	10	128	130	1.72594515431e-08
8	10	122	124	8.94613922727e-08
8	10	116	118	-1.09631936761e-07
8	10	110	112	5.00622023301e-08
8	10	104	106	5.33789951677e-07
8	10	98	100	-5.97154074991e-07
8	10	92	94	2.6966637459e-07
8	10	86	88	4.68219582917e-06
8	10	80	82	-1.17985871427e-06
8	10	74	76	1.44437238513e-06
8	10	68	70	2.87318322849e-05
8	10	62	64	-3.80971930922e-06
8	10	56	58	1.18632431266e-05
8	10	50	52	0.000205900010108
8	10	44	46	-2.31756239166e-05
8	10	38	40	0.000189873282595
8	10	32	34	0.00128891119942
8	10	26	28	-0.000727028208108
8	10	20	22	0.00299300936176
8	10	14	16	0.0257813415183
