
74	80	-0.012631307659
74	86	-0.0144434928361
74	92	0.0032518456802
74	98	-0.00210721341628
74	104	-0.00142257833347
74	110	0.000211511790202
74	116	-0.000587133143018
74	122	5.14477423478e-05
74	128	-5.33972203584e-05
74	134	-0.000142824763274
74	140	1.87364351927e-05
74	144	3.77542337069e-06
74	284	-5.65835457897e-10
74	278	-1.17446689977e-09
74	272	-3.80591618553e-10
74	266	5.14149377381e-12
74	260	-2.9112647365e-09
74	254	-3.69478791855e-09
74	248	-3.75148586087e-09
74	242	-4.39170849e-09
74	236	-7.27305240049e-09
74	230	-3.76498937452e-08
74	224	-2.29533562127e-08
74	218	6.58984527204e-09
74	212	-1.45884398191e-07
74	206	-1.23063879268e-07
74	200	-2.14245057757e-07
74	194	-3.16141782108e-07
74	188	-8.52747348219e-09
74	182	-2.22418048589e-06
74	176	-1.24916018139e-06
74	170	7.52383323655e-07
74	164	-8.45590307202e-06
74	158	-2.48758958203e-06
74	152	-1.70829141574e-05
74	146	-1.93504874752e-05
