
44	48	-0.172832651398
44	52	-0.00515702074059
44	56	0.0134097823854
44	60	-0.00574234195308
44	64	0.0012348376432
44	68	0.000276122590033
44	72	-0.00119083119987
44	76	0.00118240891586
44	80	-0.000652582755208
44	84	0.000101846910229
44	88	0.000150134385025
44	92	-0.00016631147987
44	96	7.83619922663e-05
44	188	-3.47004079847e-10
44	184	1.01298263464e-10
44	180	1.14157276278e-09
44	176	-2.23533854671e-09
44	172	5.87129962712e-10
44	168	3.32770495411e-09
44	164	-1.01510935665e-08
44	160	1.66866883398e-08
44	156	-1.66674613112e-08
44	152	4.35162902961e-09
44	148	4.62824061604e-08
44	144	-1.85503351595e-07
44	140	3.01073798601e-07
44	136	-8.51413087697e-08
44	132	-6.06193935446e-07
44	128	1.46578003703e-06
44	124	-1.88675865513e-06
44	120	7.31168303264e-07
44	116	2.90412219428e-06
44	112	-8.14925073595e-06
44	108	1.49742420237e-05
44	104	-1.93337529199e-05
44	100	-2.67066648472e-06
