
8	14	0.136974585523
8	20	0.0232225958181
8	26	0.011119696073
8	32	-0.00330638897606
8	38	-0.0014592337734
8	44	-0.0011492609285
8	50	-0.000244114539938
8	56	5.43386842079e-05
8	62	6.29593726454e-05
8	68	4.48240116256e-05
8	74	7.83875622078e-06
8	80	-1.17982073613e-06
8	86	-3.21612097357e-06
8	92	-1.60838231338e-06
8	98	-3.37546129645e-07
8	104	8.20307510061e-08
8	110	1.41334145902e-07
8	116	6.14147070764e-08
8	122	1.372125854e-08
8	128	-4.72124432389e-09
8	134	-5.51098374961e-09
8	140	-2.44098188077e-09
8	144	2.14219225266e-10
8	284	-8.34877873074e-18
8	278	-2.27104456971e-17
8	272	-2.82638849624e-17
8	266	2.55269937546e-17
8	260	2.23411315773e-16
8	254	6.00987994815e-16
8	248	8.29820814733e-16
8	242	-4.70889448276e-16
8	236	-5.80598014284e-15
8	230	-1.63818969305e-14
8	224	-2.29230661034e-14
8	218	1.17494682544e-14
8	212	1.52495237927e-13
8	206	4.11662049501e-13
8	200	5.43193484141e-13
8	194	-3.70933558084e-13
8	188	-3.93834961055e-12
8	182	-9.96154329624e-12
8	176	-1.19212986597e-11
8	170	1.41579629029e-11
8	164	1.01119620869e-10
8	158	2.31649849614e-10
8	152	2.35075214608e-10
8	146	-4.83677804312e-10
