
44	46	188	190	3.51902698801e-08
44	46	184	186	-1.18113705003e-08
44	46	180	182	6.02357316125e-08
44	46	176	178	-4.65244046591e-09
44	46	172	174	6.24062761462e-08
44	46	168	170	3.6309056933e-08
44	46	164	166	1.50104696822e-08
44	46	160	162	1.51565179748e-07
44	46	156	158	-1.21577291764e-07
44	46	152	154	3.85262881195e-07
44	46	148	150	-3.71322167396e-07
44	46	144	146	7.48055973644e-07
44	46	140	142	-6.81700186348e-07
44	46	136	138	1.1308932388e-06
44	46	132	134	-7.99365472832e-07
44	46	128	130	1.1701750475e-06
44	46	124	126	-1.0225637608e-07
44	46	120	122	9.38065747387e-08
44	46	116	118	2.60798564108e-06
44	46	112	114	-3.33884448317e-06
44	46	108	110	9.14421682477e-06
44	46	104	106	-1.03936615127e-05
44	46	100	102	2.15485973411e-05
44	46	96	98	-2.09919930321e-05
44	46	92	94	4.09306591508e-05
44	46	88	90	-2.97813786238e-05
44	46	84	86	6.45337388245e-05
44	46	80	82	-1.60251030131e-05
44	46	76	78	7.84220349379e-05
44	46	72	74	9.33798108067e-05
44	46	68	70	2.75850237352e-05
44	46	64	66	0.000604846723399
44	46	60	62	-0.000324051021044
44	46	56	58	0.0034236644157
44	46	52	54	-0.00276999424
